date,Deathcase,diags
2020/4/13,1,275
2020/4/14,1,282
2020/4/15,1,287
2020/4/16,1,296
2020/4/17,1,305
2020/4/18,1,309
2020/4/19,1,313
2020/4/2,0,150
2020/4/20,1,317
2020/4/21,1,443
2020/4/22,1,447
2020/4/23,1,453
2020/4/24,1,473
2020/4/25,1,491
2020/4/26,1,502
2020/4/3,0,162
2020/4/4,0,187
2020/4/5,0,197
2020/4/6,0,210
2020/4/7,0,216
2020/4/8,0,221
2020/4/9,0,230
