date,Deathcase,diags
2020/4/10,3,1319
2020/4/11,3,1700
2020/4/12,3,1700
2020/4/13,3,1700
2020/4/14,3,1700
2020/4/15,3,2495
2020/4/16,3,2627
2020/4/17,3,3387
2020/4/18,3,3345
2020/4/19,3,3676
2020/4/2,0,565
2020/4/20,3,4229
2020/4/21,3,4500
2020/4/22,3,4946
2020/4/23,0,5250
2020/4/24,0,5567
2020/4/25,0,5931
2020/4/26,0,6330
2020/4/3,3,565
2020/4/4,3,565
2020/4/5,3,684
2020/4/6,3,750
2020/4/7,3,876
2020/4/8,3,1176
2020/4/9,3,1176
